location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
India,25/03/2021,11846652,59118,160949,257,8584.503,116.629,,,172.104,0.772,0.046,55504440,47001472,8502968,2358731,1380004385,6426.674
India,26/03/2021,11908910,62258,161240,291,8629.618,116.84,,,172.901,0.798,0.049,58109773,49426618,8683155,2605333,1380004385,6426.674
India,27/03/2021,11971624,62714,161552,312,8675.062,117.066,,,173.746,0.844,0.051,60269782,51441436,8828346,2160009,1380004385,6426.674
India,28/03/2021,12039644,68020,161843,291,8724.352,117.277,,,174.602,0.856,0.052,60530435,51660234,8870201,260653,1380004385,6426.674
India,29/03/2021,12095855,56211,162114,271,8765.084,117.474,,,175.263,0.662,0.055,61113354,52211398,8901956,582919,1380004385,6426.674
India,30/03/2021,12149335,53480,162468,354,8803.838,117.73,,,175.833,0.569,0.057,63054353,53989035,9065318,1940999,1380004385,6426.674
India,31/03/2021,12221665,72330,162927,459,8856.251,118.063,,,176.574,0.741,0.06,65117896,55783201,9334695,2063543,1380004385,6426.674
India,01/04/2021,12303131,81466,163396,469,8915.284,118.403,,,177.39,0.816,0.063,68789138,59148798,9640340,3671242,1380004385,6426.674
India,02/04/2021,12392260,89129,164110,714,8979.87,118.92,,,178.197,0.807,0.066,73054295,63081589,9972706,4265157,1380004385,6426.674
India,03/04/2021,12485509,93249,164623,513,9047.442,119.292,,,178.955,0.758,0.071,75979651,65739470,10240181,2925356,1380004385,6426.674
India,04/04/2021,12589067,103558,165101,478,9122.483,119.638,,,179.801,0.845,0.077,79105163,68678838,10426325,3125512,1380004385,6426.674
India,05/04/2021,12686049,96982,165547,446,9192.76,119.961,,,180.448,0.648,0.082,83110926,72277309,10833617,4005763,1380004385,6426.674
India,06/04/2021,12801785,115736,166177,630,9276.626,120.418,,,181.326,0.878,0.086,87077474,75937015,11140459,3966548,1380004385,6426.674
India,07/04/2021,12928574,126789,166862,685,9368.502,120.914,,,182.202,0.876,0.091,90198673,78763027,11435646,3121199,1380004385,6426.674
India,08/04/2021,13060542,131968,167642,780,9464.131,121.479,,,183.099,0.897,0.096,94334262,82456522,11877740,4135589,1380004385,6426.674
India,09/04/2021,13205926,145384,168436,794,9569.481,122.055,,,184.088,0.989,0.1,98075160,85763852,12311308,3740898,1380004385,6426.674
India,10/04/2021,13358805,152879,169275,839,9680.263,122.663,,,184.938,0.85,0.106,101595147,88885961,12709186,3519987,1380004385,6426.674
India,11/04/2021,13527717,168912,170179,904,9802.662,123.318,,,185.961,1.023,0.11,104528565,91587400,12941165,2933418,1380004385,6426.674
India,12/04/2021,13689453,161736,171058,879,9919.862,123.955,,,186.816,0.855,0.114,108533085,95043039,13490046,4004520,1380004385,6426.674
India,13/04/2021,13873825,184372,172085,1027,10053.464,124.699,,,187.831,1.015,0.119,111179578,97301914,13877664,2646493,1380004385,6426.674
India,14/04/2021,14074564,200739,173123,1038,10198.927,125.451,,,188.854,1.023,0.125,114493238,100179199,14314039,3313660,1380004385,6426.674
India,15/04/2021,14291917,217353,174308,1185,10356.429,126.31,,,189.857,1.003,0.132,117223509,102349255,14874254,2730271,1380004385,6426.674
India,16/04/2021,14526609,234692,175649,1341,10526.495,127.281,,,190.924,1.068,0.14,119937641,104408484,15529157,2714132,1380004385,6426.674
India,17/04/2021,14788003,261394,177150,1501,10715.91,128.369,,,192.008,1.084,0.146,122622590,106431076,16191514,2684949,1380004385,6426.674
India,18/04/2021,15061805,273802,178769,1619,10914.317,129.542,,,193.143,1.135,0.155,123852566,107371770,16480796,1229976,1380004385,6426.674
India,19/04/2021,15320972,259167,180530,1761,11102.118,130.818,,,194.126,0.983,0.162,127129113,109659181,17469932,3276547,1380004385,6426.674
India,20/04/2021,15616130,295158,182553,2023,11316,132.284,,,195.227,1.101,0.171,,,,,1380004385,6426.674
India,21/04/2021,15930774,314644,184657,2104,11544.002,133.809,,,196.415,1.188,0.178,129646105,111673361,17972744,,1380004385,6426.674
India,22/04/2021,16263695,332921,186920,2263,11785.249,135.449,,,197.612,1.197,0.184,132754608,113584269,19170339,3108503,1380004385,6426.674
India,23/04/2021,16610481,346786,189544,2624,12036.542,137.35,,,198.873,1.261,0.19,,,,,1380004385,6426.674
India,24/04/2021,16960172,349691,192311,2767,12289.941,139.355,,,200.144,1.271,0.193,,,,,1380004385,6426.674
India,25/04/2021,17313163,352991,195123,2812,12545.73,141.393,,,201.39,1.246,0.198,139185173,117795008,21390165,,1380004385,6426.674
India,26/04/2021,17636186,323023,197894,2771,12779.804,143.401,,,202.406,1.016,0.203,142524947,119886252,22638695,3339774,1380004385,6426.674
India,27/04/2021,17997113,360927,201187,3293,13041.345,145.787,,,203.608,1.202,0.206,144879233,121263287,23615946,2354286,1380004385,6426.674
India,28/04/2021,18376421,379308,204832,3645,13316.205,148.429,,,204.857,1.249,0.21,147053392,122538179,24515213,2174159,1380004385,6426.674
India,29/04/2021,18762976,386555,208330,3498,13596.316,150.963,,,206.138,1.281,0.212,149268772,123811908,25456864,2215380,1380004385,6426.674
India,30/04/2021,19164969,401993,211853,3523,13887.615,153.516,,,207.53,1.391,0.214,151998107,125376952,26621155,2729335,1380004385,6426.674
India,01/05/2021,19557457,392488,215542,3689,14172.025,156.189,,,208.939,1.41,0.214,153626325,126328970,27297355,1628218,1380004385,6426.674
India,02/05/2021,19925517,368060,218959,3417,14438.735,158.665,,,210.247,1.308,0.214,154211511,126704151,27507360,585186,1380004385,6426.674
India,03/05/2021,20282833,357316,222408,3449,14697.658,161.165,,,211.338,1.09,0.215,156082136,127696675,28385461,1870625,1380004385,6426.674
India,04/05/2021,20664979,382146,226188,3780,14974.575,163.904,,,212.543,1.206,0.216,157750752,128627919,29122833,1668616,1380004385,6426.674
India,05/05/2021,21077410,412431,230168,3980,15273.437,166.788,,,213.66,1.117,0.222,159931238,129730641,30200597,2180486,1380004385,6426.674
India,06/05/2021,21491598,414188,234083,3915,15573.572,169.625,,,215.054,1.394,0.222,162603603,131058890,31544713,2672365,1380004385,6426.674
India,07/05/2021,21892676,401078,238270,4187,15864.208,172.659,,,216.377,1.324,0.223,165190000,132294827,32895173,2586397,1380004385,6426.674
India,08/05/2021,22296081,403405,242347,4077,16156.529,175.613,,,217.688,1.31,0.227,167493857,133366482,34127375,2303857,1380004385,6426.674
India,09/05/2021,22662575,366494,246116,3769,16422.104,178.344,,,219.04,1.352,0.226,168304868,133854676,34450192,811011,1380004385,6426.674
India,10/05/2021,22992517,329942,249992,3876,16661.191,181.153,,,220.108,1.069,0.224,171098918,135192013,35906905,2794050,1380004385,6426.674
India,11/05/2021,23340938,348421,254197,4205,16913.669,184.2,,,221.449,1.341,0.218,173862643,136557345,37305298,2763725,1380004385,6426.674
India,12/05/2021,23703665,362727,258317,4120,17176.514,187.186,,,222.886,1.438,0.206,176045577,137805245,38240332,2182934,1380004385,6426.674
India,13/05/2021,24046809,343144,262317,4000,17425.169,190.084,,,224.237,1.351,0.202,178361846,139087590,39274256,2316269,1380004385,6426.674
India,14/05/2021,24372907,326098,266207,3890,17661.471,192.903,,,,,,179646413,139861462,39784951,1284567,1380004385,6426.674
India,15/05/2021,24684077,311170,270284,4077,17886.955,195.857,,,,,,181544536,141132112,40412424,1898123,1380004385,6426.674
India,16/05/2021,24965463,281386,274390,4106,18090.858,198.833,,,,,,182251006,141764335,40486671,706470,1380004385,6426.674
Maldives,08/03/2020,4,4,,,7.4,,,,,,,,,,,540542,15183.616
Maldives,09/03/2020,4,0,,,7.4,,,,,,,,,,,540542,15183.616
Maldives,10/03/2020,6,2,,,11.1,,,,,,,,,,,540542,15183.616
Maldives,11/03/2020,8,2,,,14.8,,,,,,,,,,,540542,15183.616
Maldives,12/03/2020,8,0,,,14.8,,,,,,,,,,,540542,15183.616
Maldives,13/03/2020,9,1,,,16.65,,,,,,,,,,,540542,15183.616
Maldives,14/03/2020,10,1,,,18.5,,,,,,,,,,,540542,15183.616
Maldives,15/03/2020,13,3,,,24.05,,,,,,,,,,,540542,15183.616
Maldives,16/03/2020,13,0,,,24.05,,,,0.409,,,,,,,540542,15183.616
Maldives,17/03/2020,13,0,,,24.05,,,,0.47,0.061,,,,,,540542,15183.616
Maldives,18/03/2020,13,0,,,24.05,,,,0.857,0.387,,,,,,540542,15183.616
Maldives,19/03/2020,13,0,,,24.05,,,,0.96,0.104,,,,,,540542,15183.616
Maldives,20/03/2020,13,0,,,24.05,,,,1.042,0.081,,,,,,540542,15183.616
Maldives,21/03/2020,13,0,,,24.05,,,,1.097,0.055,,,,,,540542,15183.616
Maldives,22/03/2020,13,0,,,24.05,,,,1.19,0.092,,,,,,540542,15183.616
Maldives,23/03/2020,13,0,,,24.05,,,,1.245,0.055,0,,,,,540542,15183.616
Maldives,24/03/2020,13,0,,,24.05,,,,,,0,,,,,540542,15183.616
Maldives,25/03/2020,13,0,,,24.05,,,,1.436,,0,,,,,540542,15183.616
Maldives,26/03/2020,13,0,,,24.05,,,,1.478,0.043,0,,,,,540542,15183.616
Maldives,27/03/2020,16,3,,,29.6,,,,1.523,0.044,0.012,,,,,540542,15183.616
Maldives,28/03/2020,16,0,,,29.6,,,,1.628,0.105,0.01,,,,,540542,15183.616
Maldives,29/03/2020,17,1,,,31.45,,,,1.695,0.067,0.015,,,,,540542,15183.616
Maldives,30/03/2020,17,0,,,31.45,,,,,,0.011,,,,,540542,15183.616
Maldives,31/03/2020,18,1,,,33.3,,,,2.094,,0.012,,,,,540542,15183.616
Maldives,01/04/2020,19,1,,,35.15,,,,2.218,0.124,0.014,,,,,540542,15183.616
Maldives,02/04/2020,19,0,,,35.15,,,,2.388,0.17,0.012,,,,,540542,15183.616
Maldives,03/04/2020,19,0,,,35.15,,,,2.559,0.17,0.005,,,,,540542,15183.616
Maldives,04/04/2020,19,0,,,35.15,,,,2.749,0.191,0.005,,,,,540542,15183.616
Maldives,05/04/2020,19,0,,,35.15,,,,2.79,0.041,0.003,,,,,540542,15183.616
Maldives,06/04/2020,19,0,,,35.15,,,,3.317,0.527,0.003,,,,,540542,15183.616
Maldives,07/04/2020,19,0,,,35.15,,,,,,0.001,,,,,540542,15183.616
Maldives,08/04/2020,19,0,,,35.15,,,,,,0,,,,,540542,15183.616
Maldives,09/04/2020,19,0,,,35.15,,,,4.503,,0,,,,,540542,15183.616
Maldives,10/04/2020,19,0,,,35.15,,,,,,0,,,,,540542,15183.616
Maldives,11/04/2020,19,0,,,35.15,,,,,,0,,,,,540542,15183.616
Maldives,12/04/2020,20,1,,,37,,,,4.869,,0.001,,,,,540542,15183.616
Maldives,13/04/2020,20,0,,,37,,,,4.98,0.111,0.001,,,,,540542,15183.616
Maldives,14/04/2020,20,0,,,37,,,,5.025,0.044,0.001,,,,,540542,15183.616
Maldives,15/04/2020,22,2,,,40.7,,,,5.716,0.692,0.003,,,,,540542,15183.616
Maldives,16/04/2020,25,3,,,46.25,,,,5.879,0.163,0.008,,,,,540542,15183.616
Maldives,17/04/2020,28,3,,,51.8,,,,,,0.01,,,,,540542,15183.616
Maldives,18/04/2020,35,7,,,64.75,,,,,,0.015,,,,,540542,15183.616
Maldives,19/04/2020,52,17,,,96.2,,,,,,0.027,,,,,540542,15183.616
Maldives,20/04/2020,69,17,,,127.65,,,,,,0.037,,,,,540542,15183.616
Maldives,21/04/2020,83,14,,,153.55,,,,,,0.042,,,,,540542,15183.616
Maldives,22/04/2020,86,3,,,159.1,,,,,,0.047,,,,,540542,15183.616
Maldives,23/04/2020,108,22,,,199.799,,,,8.602,,0.056,,,,,540542,15183.616
Maldives,24/04/2020,129,21,,,238.649,,,,9.618,1.016,0.056,,,,,540542,15183.616
Maldives,25/04/2020,177,48,,,327.449,,,,10.105,0.487,0.076,,,,,540542,15183.616
Maldives,26/04/2020,214,37,,,395.899,,,,10.896,0.792,0.078,,,,,540542,15183.616
Maldives,27/04/2020,226,12,,,418.099,,,,11.5,0.603,0.071,,,,,540542,15183.616
Maldives,28/04/2020,250,24,,,462.499,,,,12.277,0.777,0.069,,,,,540542,15183.616
Maldives,29/04/2020,278,28,1,1,514.299,1.85,,,,,0.076,,,,,540542,15183.616
Maldives,30/04/2020,468,190,1,0,865.798,1.85,,,13.525,,0.135,,,,,540542,15183.616
Maldives,01/05/2020,491,23,1,0,908.348,1.85,,,14.345,0.82,0.142,,,,,540542,15183.616
Maldives,02/05/2020,519,28,1,0,960.147,1.85,,,15.205,0.86,0.124,,,,,540542,15183.616
Maldives,03/05/2020,527,8,1,0,974.947,1.85,,,15.912,0.707,0.116,,,,,540542,15183.616
Maldives,04/05/2020,541,14,1,0,1000.847,1.85,,,16.445,0.533,0.118,,,,,540542,15183.616
Maldives,05/05/2020,573,32,2,1,1060.047,3.7,,,17.364,0.919,0.117,,,,,540542,15183.616
Maldives,06/05/2020,617,44,2,0,1141.447,3.7,,,18.256,0.892,0.117,,,,,540542,15183.616
Maldives,07/05/2020,648,31,3,1,1198.797,5.55,,,19.009,0.753,0.061,,,,,540542,15183.616
Maldives,08/05/2020,744,96,3,0,1376.396,5.55,,,19.886,0.877,0.084,,,,,540542,15183.616
Maldives,09/05/2020,790,46,3,0,1461.496,5.55,,,20.973,1.088,0.087,,,,,540542,15183.616
Maldives,10/05/2020,835,45,3,0,1544.746,5.55,,,21.86,0.886,0.096,,,,,540542,15183.616
Maldives,11/05/2020,897,62,3,0,1659.446,5.55,,,22.655,0.795,0.106,,,,,540542,15183.616
Maldives,12/05/2020,904,7,3,0,1672.395,5.55,,,22.942,0.287,0.11,,,,,540542,15183.616
Maldives,13/05/2020,955,51,4,1,1766.745,7.4,,,,,0.114,,,,,540542,15183.616
Maldives,14/05/2020,982,27,4,0,1816.695,7.4,,,24.588,,0.111,,,,,540542,15183.616
Maldives,15/05/2020,1031,49,4,0,1907.345,7.4,,,25.325,0.736,0.098,,,,,540542,15183.616
Maldives,16/05/2020,1078,47,4,0,1994.295,7.4,,,26.781,1.456,0.092,,,,,540542,15183.616
Maldives,17/05/2020,1094,16,4,0,2023.895,7.4,,,27.48,0.699,0.085,,,,,540542,15183.616
Maldives,18/05/2020,1106,12,4,0,2046.094,7.4,,,28.268,0.788,0.069,,,,,540542,15183.616
Maldives,19/05/2020,1143,37,4,0,2114.544,7.4,,,29.28,1.012,0.07,,,,,540542,15183.616
Maldives,20/05/2020,1186,43,4,0,2194.094,7.4,,,30.249,0.969,0.066,,,,,540542,15183.616
Maldives,21/05/2020,1216,30,4,0,2249.594,7.4,,,31.165,0.916,0.066,,,,,540542,15183.616
Maldives,22/05/2020,1274,58,4,0,2356.894,7.4,,,31.772,0.607,0.07,,,,,540542,15183.616
Maldives,23/05/2020,1313,39,4,0,2429.043,7.4,,,32.878,1.106,0.071,,,,,540542,15183.616
Maldives,24/05/2020,1371,58,4,0,2536.343,7.4,,,34.193,1.315,0.076,,,,,540542,15183.616
Maldives,25/05/2020,1395,24,4,0,2580.743,7.4,,,35.444,1.251,0.075,,,,,540542,15183.616
Maldives,26/05/2020,1438,43,5,1,2660.293,9.25,,,37.037,1.593,0.07,,,,,540542,15183.616
Maldives,27/05/2020,1457,19,5,0,2695.443,9.25,,,38.558,1.521,0.06,,,,,540542,15183.616
Maldives,28/05/2020,1513,56,5,0,2799.042,9.25,,,40.032,1.474,0.062,,,,,540542,15183.616
Maldives,29/05/2020,1591,78,5,0,2943.342,9.25,,,41.29,1.258,0.062,,,,,540542,15183.616
Maldives,30/05/2020,1672,81,5,0,3093.192,9.25,,,42.785,1.495,0.067,,,,,540542,15183.616
Maldives,31/05/2020,1773,101,5,0,3280.041,9.25,,,44.076,1.291,0.075,,,,,540542,15183.616
Maldives,01/06/2020,1829,56,6,1,3383.641,11.1,,,45.85,1.774,0.077,,,,,540542,15183.616
Maldives,02/06/2020,1841,12,7,1,3405.841,12.95,,,47.343,1.493,0.072,,,,,540542,15183.616
Maldives,03/06/2020,1850,9,7,0,3422.491,12.95,,,48.549,1.206,0.073,,,,,540542,15183.616
Maldives,04/06/2020,1872,22,7,0,3463.191,12.95,,,50.031,1.482,0.066,,,,,540542,15183.616
Maldives,05/06/2020,1883,11,7,0,3483.541,12.95,,,51.757,1.726,0.052,,,,,540542,15183.616
Maldives,06/06/2020,1901,18,8,1,3516.841,14.8,,,53.108,1.35,0.041,,,,,540542,15183.616
Maldives,07/06/2020,1903,2,8,0,3520.54,14.8,,,54.727,1.619,0.023,,,,,540542,15183.616
Maldives,08/06/2020,1916,13,8,0,3544.59,14.8,,,,,0.015,,,,,540542,15183.616
Maldives,09/06/2020,1942,26,8,0,3592.69,14.8,,,58.007,,0.018,,,,,540542,15183.616
Maldives,10/06/2020,1962,20,8,0,3629.69,14.8,,,59.435,1.428,0.019,,,,,540542,15183.616
Maldives,11/06/2020,1976,14,8,0,3655.59,14.8,,,60.65,1.215,0.018,,,,,540542,15183.616
Maldives,12/06/2020,2003,27,8,0,3705.54,14.8,,,61.694,1.043,0.022,,,,,540542,15183.616
Maldives,13/06/2020,2013,10,8,0,3724.04,14.8,,,63.107,1.413,0.021,,,,,540542,15183.616
Maldives,14/06/2020,2035,22,8,0,3764.74,14.8,,,64.271,1.164,0.026,,,,,540542,15183.616
Maldives,15/06/2020,2065,30,8,0,3820.24,14.8,,,,,0.028,,,,,540542,15183.616
Maldives,16/06/2020,2094,29,8,0,3873.89,14.8,,,68.185,,0.028,,,,,540542,15183.616
Maldives,17/06/2020,2120,26,8,0,3921.989,14.8,,,69.358,1.173,0.029,,,,,540542,15183.616
Maldives,18/06/2020,2137,17,8,0,3953.439,14.8,,,71.452,2.094,0.028,,,,,540542,15183.616
Maldives,19/06/2020,2150,13,8,0,3977.489,14.8,,,,,0.023,,,,,540542,15183.616
Maldives,20/06/2020,2187,37,8,0,4045.939,14.8,,,75.569,,0.026,,,,,540542,15183.616
Maldives,21/06/2020,2203,16,8,0,4075.539,14.8,,,76.875,1.306,0.025,,,,,540542,15183.616
Maldives,22/06/2020,2217,14,8,0,4101.439,14.8,,,79.235,2.361,0.022,,,,,540542,15183.616
Maldives,23/06/2020,2238,21,8,0,4140.289,14.8,,,81.396,2.161,0.02,,,,,540542,15183.616
Maldives,24/06/2020,2261,23,8,0,4182.839,14.8,,,83.592,2.196,0.018,,,,,540542,15183.616
Maldives,25/06/2020,2277,16,8,0,4212.439,14.8,,,85.436,1.844,0.019,,,,,540542,15183.616
Maldives,26/06/2020,2283,6,8,0,4223.539,14.8,,,86.748,1.312,0.019,,,,,540542,15183.616
Maldives,27/06/2020,2305,22,8,0,4264.238,14.8,,,88.321,1.572,0.017,,,,,540542,15183.616
Maldives,28/06/2020,2324,19,8,0,4299.388,14.8,,,89.915,1.595,0.017,,,,,540542,15183.616
Maldives,29/06/2020,2337,13,8,0,4323.438,14.8,,,91.275,1.36,0.018,,,,,540542,15183.616
Maldives,30/06/2020,2361,24,9,1,4367.838,16.65,,,93.121,1.846,0.019,,,,,540542,15183.616
Maldives,01/07/2020,2382,21,9,0,4406.688,16.65,,,95.415,2.294,0.019,,,,,540542,15183.616
Maldives,02/07/2020,2400,18,10,1,4439.988,18.5,,,97.979,2.564,0.018,,,,,540542,15183.616
Maldives,03/07/2020,2410,10,10,0,4458.488,18.5,,,99.654,1.674,0.018,,,,,540542,15183.616
Maldives,04/07/2020,2435,25,10,0,4504.738,18.5,,,102.203,2.549,0.017,,,,,540542,15183.616
Maldives,05/07/2020,2468,33,11,1,4565.788,20.35,,,103.855,1.652,0.019,,,,,540542,15183.616
Maldives,06/07/2020,2491,23,12,1,4608.338,22.2,,,105.294,1.439,0.02,,,,,540542,15183.616
Maldives,07/07/2020,2501,10,12,0,4626.838,22.2,,,106.58,1.286,0.019,,,,,540542,15183.616
Maldives,08/07/2020,2517,16,13,1,4656.437,24.05,,,108.378,1.798,0.019,,,,,540542,15183.616
Maldives,09/07/2020,2553,36,13,0,4723.037,24.05,,,110.13,1.752,0.023,,,,,540542,15183.616
Maldives,10/07/2020,2617,64,13,0,4841.437,24.05,,,110.965,0.834,0.034,,,,,540542,15183.616
Maldives,11/07/2020,2664,47,13,0,4928.387,24.05,,,111.401,0.437,0.046,,,,,540542,15183.616
Maldives,12/07/2020,2731,67,13,0,5052.336,24.05,,,114.365,2.964,0.046,,,,,540542,15183.616
Maldives,13/07/2020,2762,31,13,0,5109.686,24.05,,,116.119,1.754,0.046,,,,,540542,15183.616
Maldives,14/07/2020,2801,39,14,1,5181.836,25.9,,,117.584,1.465,0.05,,,,,540542,15183.616
Maldives,15/07/2020,2831,30,14,0,5237.336,25.9,,,118.842,1.258,0.056,,,,,540542,15183.616
Maldives,16/07/2020,2899,68,15,1,5363.136,27.75,,,120.575,1.733,0.061,,,,,540542,15183.616
Maldives,17/07/2020,2913,14,15,0,5389.035,27.75,,,121.728,1.153,0.051,,,,,540542,15183.616
Maldives,18/07/2020,2930,17,15,0,5420.485,27.75,,,123.221,1.493,0.042,,,,,540542,15183.616
Maldives,19/07/2020,2966,36,15,0,5487.085,27.75,,,124.438,1.217,0.043,,,,,540542,15183.616
Maldives,20/07/2020,2999,33,15,0,5548.135,27.75,,,125.772,1.334,0.045,,,,,540542,15183.616
Maldives,21/07/2020,3044,45,15,0,5631.385,27.75,,,127.087,1.315,0.047,,,,,540542,15183.616
Maldives,22/07/2020,3103,59,15,0,5740.535,27.75,,,128.334,1.247,0.053,,,,,540542,15183.616
Maldives,23/07/2020,3120,17,15,0,5771.984,27.75,,,129.592,1.258,0.045,,,,,540542,15183.616
Maldives,24/07/2020,3175,55,15,0,5873.734,27.75,,,131.063,1.471,0.052,,,,,540542,15183.616
Maldives,25/07/2020,3252,77,15,0,6016.184,27.75,,,133.152,2.089,0.06,,,,,540542,15183.616
Maldives,26/07/2020,3302,50,15,0,6108.684,27.75,,,134.977,1.826,0.059,,,,,540542,15183.616
Maldives,27/07/2020,3369,67,15,0,6232.633,27.75,,,137.098,2.12,0.06,,,,,540542,15183.616
Maldives,28/07/2020,3506,137,15,0,6486.082,27.75,,,139.767,2.67,0.067,,,,,540542,15183.616
Maldives,29/07/2020,3567,61,15,0,6598.932,27.75,,,142.333,2.566,0.061,,,,,540542,15183.616
Maldives,30/07/2020,3719,152,16,1,6880.131,29.6,,,144.374,2.041,0.075,,,,,540542,15183.616
Maldives,31/07/2020,3793,74,16,0,7017.031,29.6,,,145.965,1.591,0.077,,,,,540542,15183.616
Maldives,01/08/2020,3949,156,17,1,7305.63,31.45,,,147.661,1.696,0.089,,,,,540542,15183.616
Maldives,02/08/2020,4164,215,18,1,7703.379,33.3,,,149.848,2.187,0.107,,,,,540542,15183.616
Maldives,03/08/2020,4293,129,18,0,7942.029,33.3,,,152.084,2.237,0.114,,,,,540542,15183.616
Maldives,04/08/2020,4446,153,19,1,8225.078,35.15,,,153.762,1.678,0.124,,,,,540542,15183.616
Maldives,05/08/2020,4594,148,19,0,8498.877,35.15,,,155.666,1.904,0.142,,,,,540542,15183.616
Maldives,06/08/2020,4680,86,19,0,8657.977,35.15,,,158.336,2.67,0.127,,,,,540542,15183.616
Maldives,07/08/2020,4769,89,19,0,8822.626,35.15,,,160.304,1.968,0.126,,,,,540542,15183.616
Maldives,08/08/2020,4898,129,19,0,9061.276,35.15,,,162.119,1.815,0.121,,,,,540542,15183.616
Maldives,09/08/2020,5041,143,19,0,9325.825,35.15,,,163.525,1.406,0.119,,,,,540542,15183.616
Maldives,10/08/2020,5157,116,19,0,9540.424,35.15,,,165.676,2.152,0.118,,,,,540542,15183.616
Maldives,11/08/2020,5223,66,20,1,9662.524,37,,,167.802,2.126,0.102,,,,,540542,15183.616
Maldives,12/08/2020,5366,143,21,1,9927.073,38.85,,,170.02,2.218,0.1,,,,,540542,15183.616
Maldives,13/08/2020,5494,128,21,0,10163.873,38.85,,,172.231,2.211,0.108,,,,,540542,15183.616
Maldives,14/08/2020,5572,78,22,1,10308.172,40.7,,,173.986,1.756,0.109,,,,,540542,15183.616
Maldives,15/08/2020,5679,107,22,0,10506.122,40.7,,,175.5,1.513,0.108,,,,,540542,15183.616
Maldives,16/08/2020,5785,106,22,0,10702.221,40.7,,,177.923,2.423,0.096,,,,,540542,15183.616
Maldives,17/08/2020,5909,124,23,1,10931.62,42.55,,,179.84,1.917,0.098,,,,,540542,15183.616
Maldives,18/08/2020,6079,170,24,1,11246.12,44.4,,,181.623,1.783,0.115,,,,,540542,15183.616
Maldives,19/08/2020,6225,146,24,0,11516.219,44.4,,,183.705,2.081,0.116,,,,,540542,15183.616
Maldives,20/08/2020,6370,145,24,0,11784.468,44.4,,,185.431,1.726,0.123,,,,,540542,15183.616
Maldives,21/08/2020,6564,194,26,2,12143.367,48.1,,,188.2,2.769,0.129,,,,,540542,15183.616
Maldives,22/08/2020,6660,96,26,0,12320.967,48.1,,,189.961,1.761,0.125,,,,,540542,15183.616
Maldives,23/08/2020,6779,119,26,0,12541.116,48.1,,,191.759,1.798,0.133,,,,,540542,15183.616
Maldives,24/08/2020,6912,133,27,1,12787.165,49.95,,,193.567,1.807,0.135,,,,,540542,15183.616
Maldives,25/08/2020,7047,135,28,1,13036.915,51.8,,,195.831,2.264,0.126,,,,,540542,15183.616
Maldives,26/08/2020,7225,178,28,0,13366.214,51.8,,,197.781,1.95,0.131,,,,,540542,15183.616
Maldives,27/08/2020,7329,104,28,0,13558.613,51.8,,,199.983,2.201,0.122,,,,,540542,15183.616
Maldives,28/08/2020,7469,140,28,0,13817.613,51.8,,,201.871,1.889,0.122,,,,,540542,15183.616
Maldives,29/08/2020,7578,109,28,0,14019.262,51.8,,,203.96,2.089,0.121,,,,,540542,15183.616
Maldives,30/08/2020,7667,89,28,0,14183.912,51.8,,,206.715,2.755,0.11,,,,,540542,15183.616
Maldives,31/08/2020,7804,137,28,0,14437.361,51.8,,,208.914,2.2,0.108,,,,,540542,15183.616
Maldives,01/09/2020,8003,199,29,1,14805.51,53.65,,,210.687,1.772,0.119,,,,,540542,15183.616
Maldives,02/09/2020,8140,137,29,0,15058.959,53.65,,,214.094,3.408,0.104,,,,,540542,15183.616
Maldives,03/09/2020,8281,141,29,0,15319.809,53.65,,,216.568,2.473,0.106,,,,,540542,15183.616
Maldives,04/09/2020,8361,80,29,0,15467.808,53.65,,,219.01,2.442,0.096,,,,,540542,15183.616
Maldives,05/09/2020,8486,125,29,0,15699.058,53.65,,,221,1.991,0.099,,,,,540542,15183.616
Maldives,06/09/2020,8584,98,29,0,15880.357,53.65,,,223.848,2.847,0.099,,,,,540542,15183.616
Maldives,07/09/2020,8667,83,29,0,16033.907,53.65,,,225.973,2.126,0.094,,,,,540542,15183.616
Maldives,08/09/2020,8741,74,29,0,16170.806,53.65,,,228.423,2.449,0.077,,,,,540542,15183.616
Maldives,09/09/2020,8834,93,31,2,16342.856,57.35,,,231.186,2.764,0.075,,,,,540542,15183.616
Maldives,10/09/2020,8900,66,31,0,16464.956,57.35,,,234.348,3.162,0.064,,,,,540542,15183.616
Maldives,11/09/2020,8990,90,31,0,16631.455,57.35,,,236.727,2.379,0.066,,,,,540542,15183.616
Maldives,12/09/2020,9052,62,31,0,16746.155,57.35,,,238.751,2.024,0.059,,,,,540542,15183.616
Maldives,13/09/2020,9173,121,32,1,16970.004,59.2,,,241.158,2.407,0.063,,,,,540542,15183.616
Maldives,14/09/2020,9243,70,33,1,17099.504,61.05,,,243.502,2.344,0.061,,,,,540542,15183.616
Maldives,15/09/2020,9328,85,33,0,17256.753,61.05,,,245.827,2.325,0.062,,,,,540542,15183.616
Maldives,16/09/2020,9427,99,33,0,17439.903,61.05,,,248.861,3.034,0.062,,,,,540542,15183.616
