location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
Pakistan,05/11/2020,340251,1376,6923,30,1540.348,31.341,,,20.706,0.147,0.041,,,,,220892331,5034.708
Pakistan,06/11/2020,341753,1502,6943,20,1547.147,31.432,,,20.868,0.162,0.044,,,,,220892331,5034.708
Pakistan,07/11/2020,343189,1436,6968,25,1553.648,31.545,,,21.023,0.156,0.043,,,,,220892331,5034.708
Pakistan,08/11/2020,344839,1650,6977,9,1561.118,31.586,,,21.17,0.146,0.045,,,,,220892331,5034.708
Pakistan,09/11/2020,346476,1637,7000,23,1568.529,31.69,,,21.321,0.151,0.046,,,,,220892331,5034.708
Pakistan,10/11/2020,348184,1708,7021,21,1576.261,31.785,,,21.465,0.144,0.047,,,,,220892331,5034.708
Pakistan,11/11/2020,349992,1808,7055,34,1584.446,31.939,,,21.61,0.145,0.048,,,,,220892331,5034.708
Pakistan,12/11/2020,352296,2304,7092,37,1594.877,32.106,,,21.776,0.166,0.051,,,,,220892331,5034.708
Pakistan,13/11/2020,354461,2165,7109,17,1604.678,32.183,,,21.943,0.167,0.053,,,,,220892331,5034.708
Pakistan,14/11/2020,356904,2443,7141,32,1615.737,32.328,,,22.1,0.156,0.058,,,,,220892331,5034.708
Pakistan,15/11/2020,359032,2128,7160,19,1625.371,32.414,,,22.278,0.178,0.058,,,,,220892331,5034.708
Pakistan,16/11/2020,361082,2050,7193,33,1634.652,32.563,,,22.412,0.134,0.061,,,,,220892331,5034.708
Pakistan,17/11/2020,363380,2298,7230,37,1645.055,32.731,,,22.545,0.133,0.064,,,,,220892331,5034.708
Pakistan,18/11/2020,365927,2547,7248,18,1656.585,32.812,,,22.719,0.174,0.065,,,,,220892331,5034.708
Pakistan,19/11/2020,368665,2738,7561,313,1668.981,34.229,,,22.886,0.167,0.067,,,,,220892331,5034.708
Pakistan,20/11/2020,371508,2843,7603,42,1681.851,34.419,,,23.08,0.194,0.068,,,,,220892331,5034.708
Pakistan,21/11/2020,374173,2665,7662,59,1693.916,34.687,,,23.276,0.195,0.066,,,,,220892331,5034.708
Pakistan,22/11/2020,376929,2756,7696,34,1706.392,34.841,,,23.45,0.175,0.069,,,,,220892331,5034.708
Pakistan,23/11/2020,379883,2954,7744,48,1719.765,35.058,,,23.618,0.167,0.071,,,,,220892331,5034.708
Pakistan,24/11/2020,382892,3009,7803,59,1733.387,35.325,,,23.795,0.177,0.071,,,,,220892331,5034.708
Pakistan,25/11/2020,386198,3306,7843,40,1748.354,35.506,,,23.983,0.188,0.073,,,,,220892331,5034.708
Pakistan,26/11/2020,389311,3113,7897,54,1762.447,35.75,,,24.191,0.208,0.072,,,,,220892331,5034.708
Pakistan,27/11/2020,392356,3045,7942,45,1776.232,35.954,,,24.387,0.196,0.072,,,,,220892331,5034.708
Pakistan,28/11/2020,395185,2829,7985,43,1789.039,36.149,,,24.605,0.218,0.072,,,,,220892331,5034.708
Pakistan,29/11/2020,398024,2839,8025,40,1801.891,36.33,,,24.788,0.183,0.071,,,,,220892331,5034.708
Pakistan,30/11/2020,400482,2458,8091,66,1813.019,36.629,,,24.939,0.151,0.071,,,,,220892331,5034.708
Pakistan,01/12/2020,403311,2829,8166,75,1825.826,36.968,,,25.124,0.185,0.07,,,,,220892331,5034.708
Pakistan,02/12/2020,406810,3499,8205,39,1841.666,37.145,,,25.284,0.159,0.072,,,,,220892331,5034.708
Pakistan,03/12/2020,410072,3262,8260,55,1856.434,37.394,,,25.476,0.193,0.073,,,,,220892331,5034.708
Pakistan,04/12/2020,413191,3119,8303,43,1870.554,37.588,,,25.678,0.202,0.073,,,,,220892331,5034.708
Pakistan,05/12/2020,416499,3308,8361,58,1885.529,37.851,,,25.865,0.186,0.077,,,,,220892331,5034.708
Pakistan,06/12/2020,420294,3795,8398,37,1902.71,38.019,,,26.053,0.189,0.08,,,,,220892331,5034.708
Pakistan,07/12/2020,423179,2885,8487,89,1915.77,38.421,,,26.231,0.178,0.08,,,,,220892331,5034.708
Pakistan,08/12/2020,426142,2963,8547,60,1929.184,38.693,,,26.383,0.152,0.082,,,,,220892331,5034.708
Pakistan,09/12/2020,429280,3138,8603,56,1943.39,38.947,,,26.556,0.172,0.08,,,,,220892331,5034.708
Pakistan,10/12/2020,432327,3047,8653,50,1957.184,39.173,,,26.738,0.182,0.08,,,,,220892331,5034.708
Pakistan,11/12/2020,435056,2729,8724,71,1969.539,39.494,,,26.931,0.193,0.079,,,,,220892331,5034.708
Pakistan,12/12/2020,438425,3369,8796,72,1984.79,39.82,,,27.118,0.188,0.079,,,,,220892331,5034.708
Pakistan,13/12/2020,440787,2362,8832,36,1995.483,39.983,,,27.309,0.191,0.074,,,,,220892331,5034.708
Pakistan,14/12/2020,443246,2459,8905,73,2006.616,40.314,,,27.453,0.144,0.074,,,,,220892331,5034.708
Pakistan,15/12/2020,445977,2731,9010,105,2018.979,40.789,,,,,0.073,,,,,220892331,5034.708
Pakistan,16/12/2020,448522,2545,9080,70,2030.501,41.106,,,27.782,,0.071,,,,,220892331,5034.708
Pakistan,17/12/2020,451494,2972,9164,84,2043.955,41.486,,,27.963,0.181,0.071,,,,,220892331,5034.708
Pakistan,18/12/2020,454673,3179,9250,86,2058.347,41.876,,,28.141,0.177,0.073,,,,,220892331,5034.708
Pakistan,19/12/2020,457288,2615,9330,80,2070.185,42.238,,,28.358,0.218,0.069,,,,,220892331,5034.708
Pakistan,20/12/2020,458968,1680,9392,62,2077.791,42.518,,,28.527,0.168,0.068,,,,,220892331,5034.708
Pakistan,21/12/2020,460672,1704,9474,82,2085.505,42.89,,,28.684,0.157,0.064,,,,,220892331,5034.708
Pakistan,22/12/2020,462814,2142,9557,83,2095.202,43.265,,,28.841,0.157,0.062,,,,,220892331,5034.708
Pakistan,23/12/2020,465070,2256,9668,111,2105.415,43.768,,,29.002,0.161,0.061,,,,,220892331,5034.708
Pakistan,24/12/2020,467222,2152,9753,85,2115.157,44.153,,,29.101,0.099,0.063,,,,,220892331,5034.708
Pakistan,25/12/2020,469482,2260,9816,63,2125.388,44.438,,,29.349,0.247,0.056,,,,,220892331,5034.708
Pakistan,26/12/2020,471335,1853,9874,58,2133.777,44.701,,,29.534,0.185,0.054,,,,,220892331,5034.708
Pakistan,27/12/2020,473309,1974,9929,55,2142.714,44.95,,,29.685,0.151,0.056,,,,,220892331,5034.708
Pakistan,28/12/2020,475085,1776,9992,63,2150.754,45.235,,,29.83,0.146,0.057,,,,,220892331,5034.708
Pakistan,29/12/2020,477240,2155,10047,55,2160.51,45.484,,,29.969,0.139,0.058,,,,,220892331,5034.708
Pakistan,30/12/2020,479715,2475,10105,58,2171.714,45.746,,,30.134,0.165,0.059,,,,,220892331,5034.708
Pakistan,31/12/2020,482178,2463,10176,71,2182.864,46.068,,,30.314,0.18,0.056,,,,,220892331,5034.708
Pakistan,01/01/2021,484362,2184,10258,82,2192.752,46.439,,,30.5,0.186,0.059,,,,,220892331,5034.708
Pakistan,02/01/2021,486634,2272,10311,53,2203.037,46.679,,,30.672,0.173,0.061,,,,,220892331,5034.708
Pakistan,03/01/2021,488529,1895,10350,39,2211.616,46.855,,,30.873,0.201,0.058,,,,,220892331,5034.708
Pakistan,04/01/2021,490476,1947,10409,59,2220.43,47.123,,,31.01,0.137,0.059,,,,,220892331,5034.708
Pakistan,05/01/2021,492594,2118,10461,52,2230.019,47.358,,,31.169,0.159,0.058,,,,,220892331,5034.708
Pakistan,06/01/2021,495075,2481,10511,50,2241.25,47.584,,,31.345,0.176,0.057,,,,,220892331,5034.708
Pakistan,07/01/2021,497510,2435,10558,47,2252.274,47.797,,,31.528,0.183,0.057,,,,,220892331,5034.708
Pakistan,08/01/2021,499517,2007,10598,40,2261.36,47.978,,,31.702,0.174,0.057,,,,,220892331,5034.708
Pakistan,09/01/2021,502416,2899,10644,46,2274.484,48.186,,,31.887,0.185,0.059,,,,,220892331,5034.708
Pakistan,10/01/2021,504293,1877,10676,32,2282.981,48.331,,,32.088,0.201,0.059,,,,,220892331,5034.708
Pakistan,11/01/2021,506701,2408,10717,41,2293.882,48.517,,,32.244,0.156,0.06,,,,,220892331,5034.708
Pakistan,12/01/2021,508824,2123,10772,55,2303.493,48.766,,,32.426,0.181,0.058,,,,,220892331,5034.708
Pakistan,13/01/2021,511921,3097,10818,46,2317.514,48.974,,,32.604,0.179,0.061,,,,,220892331,5034.708
Pakistan,14/01/2021,514338,2417,10863,45,2328.456,49.178,,,32.793,0.188,0.06,,,,,220892331,5034.708
Pakistan,15/01/2021,516770,2432,10908,45,2339.466,49.382,,,32.975,0.183,0.061,,,,,220892331,5034.708
Pakistan,16/01/2021,519291,2521,10951,43,2350.878,49.576,,,33.167,0.192,0.06,,,,,220892331,5034.708
Pakistan,17/01/2021,521211,1920,10997,46,2359.57,49.784,,,33.354,0.186,0.061,,,,,220892331,5034.708
Pakistan,18/01/2021,523011,1800,11055,58,2367.719,50.047,,,33.526,0.172,0.058,,,,,220892331,5034.708
Pakistan,19/01/2021,524783,1772,11103,48,2375.741,50.264,,,33.691,0.165,0.057,,,,,220892331,5034.708
Pakistan,20/01/2021,527146,2363,11157,54,2386.439,50.509,,,33.87,0.179,0.054,,,,,220892331,5034.708
Pakistan,21/01/2021,528891,1745,11204,47,2394.338,50.722,,,34.068,0.198,0.052,,,,,220892331,5034.708
Pakistan,22/01/2021,530818,1927,11247,43,2403.062,50.916,,,34.234,0.165,0.051,,,,,220892331,5034.708
Pakistan,23/01/2021,532412,1594,11295,48,2410.278,51.134,,,34.417,0.183,0.048,,,,,220892331,5034.708
Pakistan,24/01/2021,534041,1629,11318,23,2417.653,51.238,,,34.599,0.182,0.047,,,,,220892331,5034.708
Pakistan,25/01/2021,535914,1873,11376,58,2426.132,51.5,,,34.769,0.17,0.047,,,,,220892331,5034.708
Pakistan,26/01/2021,537477,1563,11450,74,2433.208,51.835,,,34.962,0.193,0.045,,,,,220892331,5034.708
Pakistan,27/01/2021,539387,1910,11514,64,2441.855,52.125,,,35.149,0.187,0.043,,,,,220892331,5034.708
Pakistan,28/01/2021,541031,1644,11560,46,2449.297,52.333,,,35.334,0.185,0.043,,,,,220892331,5034.708
Pakistan,29/01/2021,543214,2183,11623,63,2459.18,52.618,,,35.53,0.196,0.043,,,,,220892331,5034.708
Pakistan,30/01/2021,544813,1599,11657,34,2466.419,52.772,,,35.718,0.188,0.043,,,,,220892331,5034.708
Pakistan,31/01/2021,546428,1615,11683,26,2473.73,52.89,,,35.91,0.192,0.043,,,,,220892331,5034.708
Pakistan,01/02/2021,547648,1220,11746,63,2479.253,53.175,,,36.067,0.157,0.041,,,,,220892331,5034.708
Pakistan,02/02/2021,549032,1384,11802,56,2485.519,53.429,,,36.243,0.176,0.041,0,0,,,220892331,5034.708
Pakistan,03/02/2021,550540,1508,11833,31,2492.345,53.569,,,36.404,0.161,0.04,,,,,220892331,5034.708
Pakistan,04/02/2021,551842,1302,11886,53,2498.24,53.809,,,36.603,0.2,0.039,,,,,220892331,5034.708
Pakistan,05/02/2021,553128,1286,11914,28,2504.062,53.936,,,36.771,0.168,0.036,,,,,220892331,5034.708
Pakistan,06/02/2021,554474,1346,11967,53,2510.155,54.176,,,,,0.036,,,,,220892331,5034.708
Pakistan,07/02/2021,555511,1037,12026,59,2514.85,54.443,,,,,0.035,,,,,220892331,5034.708
Pakistan,08/02/2021,556519,1008,12066,40,2519.413,54.624,,,37.235,,0.034,,,,,220892331,5034.708
Pakistan,09/02/2021,557591,1072,12128,62,2524.266,54.905,,,,,0.034,,,,,220892331,5034.708
Pakistan,10/02/2021,559093,1502,12185,57,2531.066,55.163,,,,,0.034,27228,27228,,,220892331,5034.708
Pakistan,11/02/2021,560363,1270,12218,33,2536.815,55.312,,,37.691,,0.035,,,,,220892331,5034.708
Pakistan,12/02/2021,561625,1262,12276,58,2542.528,55.575,,,37.85,0.16,0.036,,,,,220892331,5034.708
Pakistan,13/02/2021,563029,1404,12307,31,2548.884,55.715,,,,,0.036,,,,,220892331,5034.708
Pakistan,14/02/2021,564077,1048,12333,26,2553.629,55.833,,,38.182,,0.035,,,,,220892331,5034.708
Pakistan,15/02/2021,564077,0,12333,0,2553.629,55.833,,,38.327,0.145,0.031,,,,,220892331,5034.708
Pakistan,16/02/2021,565989,1912,12436,103,2562.285,56.299,,,38.471,0.144,0.035,,,,,220892331,5034.708
Pakistan,17/02/2021,567261,1272,12488,52,2568.043,56.534,,,38.622,0.15,0.034,52768,52768,,,220892331,5034.708
Pakistan,18/02/2021,568506,1245,12527,39,2573.679,56.711,,,38.787,0.165,0.034,,,,,220892331,5034.708
Pakistan,19/02/2021,569846,1340,12563,36,2579.746,56.874,,,38.944,0.157,0.034,,,,,220892331,5034.708
Pakistan,20/02/2021,571174,1328,12601,38,2585.757,57.046,,,39.136,0.192,0.033,,,,,220892331,5034.708
Pakistan,21/02/2021,572334,1160,12617,16,2591.009,57.118,,,39.323,0.187,0.033,72882,72882,,,220892331,5034.708
Pakistan,22/02/2021,573384,1050,12658,41,2595.762,57.304,,,39.47,0.146,0.037,,,,,220892331,5034.708
Pakistan,23/02/2021,574580,1196,12708,50,2601.177,57.53,,,39.624,0.154,0.034,,,,,220892331,5034.708
Pakistan,24/02/2021,575941,1361,12772,64,2607.338,57.82,,,39.798,0.174,0.033,,,,,220892331,5034.708
Pakistan,25/02/2021,577482,1541,12804,32,2614.314,57.965,,,39.983,0.185,0.034,,,,,220892331,5034.708
Pakistan,26/02/2021,578797,1315,12837,33,2620.268,58.114,,,40.172,0.189,0.033,,,,,220892331,5034.708
Pakistan,27/02/2021,579973,1176,12860,23,2625.591,58.218,,,40.35,0.177,0.033,,,,,220892331,5034.708
Pakistan,28/02/2021,581365,1392,12896,36,2631.893,58.381,,,40.526,0.176,0.034,,,,,220892331,5034.708
Pakistan,01/03/2021,582528,1163,12938,42,2637.158,58.572,,,40.699,0.174,0.034,,,,,220892331,5034.708
Pakistan,02/03/2021,583916,1388,13013,75,2643.442,58.911,,,40.844,0.145,0.035,,,,,220892331,5034.708
Pakistan,03/03/2021,585435,1519,13076,63,2650.318,59.196,,,40.993,0.149,0.036,,,,,220892331,5034.708
Pakistan,04/03/2021,587014,1579,13128,52,2657.467,59.432,,,41.185,0.192,0.036,,,,,220892331,5034.708
Pakistan,05/03/2021,588728,1714,13166,38,2665.226,59.604,,,41.357,0.172,0.038,,,,,220892331,5034.708
Pakistan,06/03/2021,590508,1780,13205,39,2673.284,59.78,,,41.53,0.173,0.04,,,,,220892331,5034.708
Pakistan,07/03/2021,592100,1592,13227,22,2680.491,59.88,,,41.706,0.176,0.041,,,,,220892331,5034.708
Pakistan,08/03/2021,593453,1353,13281,54,2686.617,60.124,,,41.861,0.155,0.043,,,,,220892331,5034.708
Pakistan,09/03/2021,595239,1786,13324,43,2694.702,60.319,,,,,0.043,,,,,220892331,5034.708
Pakistan,10/03/2021,597497,2258,13377,53,2704.924,60.559,,,,,0.045,,,,,220892331,5034.708
Pakistan,11/03/2021,600198,2701,13430,53,2717.152,60.799,,,,,0.05,,,,,220892331,5034.708
Pakistan,12/03/2021,602536,2338,13476,46,2727.736,61.007,,,42.567,,0.052,,,,,220892331,5034.708
Pakistan,13/03/2021,605200,2664,13508,32,2739.796,61.152,,,,,0.054,,,,,220892331,5034.708
Pakistan,14/03/2021,607453,2253,13537,29,2749.996,61.283,,,,,0.056,350000,350000,,,220892331,5034.708
Pakistan,15/03/2021,609964,2511,13595,58,2761.363,61.546,,,43.142,,0.058,,,,,220892331,5034.708
Pakistan,16/03/2021,612315,2351,13656,61,2772.007,61.822,,,,,0.06,,,,,220892331,5034.708
Pakistan,17/03/2021,615810,3495,13717,61,2787.829,62.098,,,,,0.064,,,,,220892331,5034.708
Pakistan,18/03/2021,619259,3449,13757,40,2803.443,62.279,,,,,0.066,,,,,220892331,5034.708
Pakistan,19/03/2021,623135,3876,13799,42,2820.99,62.469,,,43.872,,0.071,,,,,220892331,5034.708
Pakistan,20/03/2021,626802,3667,13843,44,2837.591,62.669,,,,,0.075,,,,,220892331,5034.708
Pakistan,21/03/2021,630471,3669,13863,20,2854.2,62.759,,,,,0.08,,,,,220892331,5034.708
Pakistan,22/03/2021,633741,3270,13935,72,2869.004,63.085,,,44.445,,0.083,,,,,220892331,5034.708
Pakistan,23/03/2021,637042,3301,13965,30,2883.948,63.221,,,44.625,0.18,0.086,,,,,220892331,5034.708
Pakistan,24/03/2021,640988,3946,14028,63,2901.812,63.506,,,,,0.088,,,,,220892331,5034.708
Pakistan,25/03/2021,645356,4368,14091,63,2921.586,63.791,,,44.974,,0.092,,,,,220892331,5034.708
Pakistan,26/03/2021,649824,4468,14158,67,2941.813,64.095,,,45.166,0.192,0.093,,,,,220892331,5034.708
Pakistan,27/03/2021,654591,4767,14215,57,2963.394,64.353,,,45.366,0.2,0.097,,,,,220892331,5034.708
Pakistan,28/03/2021,659116,4525,14256,41,2983.879,64.538,,,45.573,0.207,0.098,,,,,220892331,5034.708
Pakistan,29/03/2021,663200,4084,14356,100,3002.368,64.991,,,45.756,0.183,0.102,,,,,220892331,5034.708
Pakistan,30/03/2021,667957,4757,14434,78,3023.903,65.344,,,45.965,0.209,0.104,,,,,220892331,5034.708
Pakistan,31/03/2021,672931,4974,14530,96,3046.421,65.779,,,46.164,0.199,0.106,800000,800000,,,220892331,5034.708
Pakistan,01/04/2021,678165,5234,14613,83,3070.116,66.154,,,46.391,0.227,0.105,,,,,220892331,5034.708
Pakistan,02/04/2021,682888,4723,14697,84,3091.497,66.535,,,46.618,0.227,0.103,,,,,220892331,5034.708
Pakistan,03/04/2021,687908,5020,14778,81,3114.223,66.901,,,46.845,0.227,0.102,,,,,220892331,5034.708
Pakistan,04/04/2021,692231,4323,14821,43,3133.794,67.096,,,47.097,0.252,0.098,,,,,220892331,5034.708
Pakistan,05/04/2021,696184,3953,14924,103,3151.689,67.562,,,47.293,0.196,0.097,,,,,220892331,5034.708
Pakistan,06/04/2021,700188,4004,15026,102,3169.816,68.024,,,47.504,0.211,0.095,936383,936383,,,220892331,5034.708
Pakistan,07/04/2021,705517,5329,15124,98,3193.941,68.468,,,47.693,0.189,0.096,,,,,220892331,5034.708
Pakistan,08/04/2021,710829,5312,15229,105,3217.989,68.943,,,47.919,0.226,0.097,1114000,1114000,,,220892331,5034.708
Pakistan,09/04/2021,715968,5139,15329,100,3241.253,69.396,,,48.167,0.249,0.097,,,,,220892331,5034.708
Pakistan,10/04/2021,721018,5050,15443,114,3264.115,69.912,,,48.39,0.222,0.097,,,,,220892331,5034.708
Pakistan,11/04/2021,725602,4584,15501,58,3284.867,70.174,,,48.598,0.209,0.101,,,,,220892331,5034.708
Pakistan,12/04/2021,729920,4318,15619,118,3304.415,70.709,,,48.8,0.202,0.101,,,,,220892331,5034.708
Pakistan,13/04/2021,734423,4503,15754,135,3324.801,71.32,,,49.028,0.229,0.102,1300000,1300000,,,220892331,5034.708
Pakistan,14/04/2021,739818,5395,15872,118,3349.224,71.854,,,49.246,0.218,0.1,,,,,220892331,5034.708
Pakistan,15/04/2021,745182,5364,15982,110,3373.508,72.352,,,49.539,0.293,0.096,,,,,220892331,5034.708
Pakistan,16/04/2021,750158,4976,16094,112,3396.035,72.859,,,49.831,0.292,0.093,,,,,220892331,5034.708
Pakistan,17/04/2021,756285,6127,16243,149,3423.772,73.534,,,,,0.092,,,,,220892331,5034.708
Pakistan,18/04/2021,761437,5152,16316,73,3447.096,73.864,,,,,0.089,,,,,220892331,5034.708
Pakistan,19/04/2021,766882,5445,16453,137,3471.746,74.484,,,50.724,,0.087,,,,,220892331,5034.708
Pakistan,20/04/2021,772381,5499,16600,147,3496.64,75.15,,,51.032,0.308,0.086,,,,,220892331,5034.708
Pakistan,21/04/2021,778238,5857,16698,98,3523.155,75.593,,,51.246,0.214,0.087,,,,,220892331,5034.708
Pakistan,22/04/2021,784108,5870,16842,144,3549.729,76.245,,,51.507,0.261,0.09,,,,,220892331,5034.708
Pakistan,23/04/2021,790016,5908,16999,157,3576.475,76.956,,,51.75,0.244,0.094,,,,,220892331,5034.708
Pakistan,24/04/2021,795627,5611,17117,118,3601.877,77.49,,,51.988,0.237,0.096,,,,,220892331,5034.708
Pakistan,25/04/2021,800452,4825,17187,70,3623.72,77.807,,,52.237,0.25,0.098,,,,,220892331,5034.708
Pakistan,26/04/2021,804939,4487,17329,142,3644.033,78.45,,,52.464,0.227,0.099,,,,,220892331,5034.708
Pakistan,27/04/2021,810231,5292,17530,201,3667.991,79.36,,,52.663,0.199,0.105,,,,,220892331,5034.708
Pakistan,28/04/2021,815711,5480,17680,150,3692.799,80.039,,,52.886,0.222,0.103,2100000,2100000,,,220892331,5034.708
Pakistan,29/04/2021,820823,5112,17811,131,3715.942,80.632,,,53.144,0.258,0.102,,,,,220892331,5034.708
Pakistan,30/04/2021,825519,4696,17957,146,3737.201,81.293,,,53.366,0.222,0.099,,,,,220892331,5034.708
Pakistan,01/05/2021,829933,4414,18070,113,3757.183,81.805,,,53.587,0.221,0.097,,,,,220892331,5034.708
Pakistan,02/05/2021,834146,4213,18149,79,3776.256,82.162,,,53.792,0.205,0.098,,,,,220892331,5034.708
Pakistan,03/05/2021,837523,3377,18310,161,3791.544,82.891,,,54,0.208,0.096,,,,,220892331,5034.708
Pakistan,04/05/2021,837523,0,18310,0,3791.544,82.891,,,54.17,0.17,0.082,2967870,,,,220892331,5034.708
Pakistan,05/05/2021,841636,4113,18429,119,3810.164,83.43,,,54.373,0.203,0.079,3150122,,,182252,220892331,5034.708
Pakistan,06/05/2021,850131,8495,18677,248,3848.622,84.553,,,54.583,0.21,0.092,3320304,,,170182,220892331,5034.708
Pakistan,07/05/2021,854240,4109,18797,120,3867.223,85.096,,,54.786,0.203,0.092,,,,,220892331,5034.708
Pakistan,08/05/2021,858026,3786,18915,118,3884.363,85.63,,,55.004,0.218,0.09,,,,,220892331,5034.708
Pakistan,09/05/2021,861473,3447,18993,78,3899.968,85.983,,,55.188,0.184,0.089,,,,,220892331,5034.708
Pakistan,10/05/2021,864557,3084,19106,113,3913.929,86.495,,,55.359,0.171,0.09,,,,,220892331,5034.708
Pakistan,11/05/2021,867438,2881,19210,104,3926.972,86.965,,,55.535,0.176,0.099,3705244,2811726,952518,,220892331,5034.708
Pakistan,12/05/2021,870703,3265,19336,126,3941.753,87.536,,,55.732,0.197,0.097,,,,,220892331,5034.708
Pakistan,13/05/2021,873220,2517,19384,48,3953.148,87.753,,,55.909,0.177,0.079,3836291,2931064,964227,,220892331,5034.708
Pakistan,14/05/2021,874751,1531,19467,83,3960.079,88.129,,,56.048,0.139,0.074,,,,,220892331,5034.708
Pakistan,15/05/2021,877130,2379,19543,76,3970.849,88.473,,,56.185,0.137,0.073,,,,,220892331,5034.708
Pakistan,16/05/2021,880362,3232,19617,74,3985.48,88.808,,,56.335,0.15,0.075,,,,,220892331,5034.708
Sri Lanka,27/01/2020,1,1,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,28/01/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,29/01/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,30/01/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,31/01/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,01/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,02/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,03/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,04/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,05/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,06/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,07/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,08/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,09/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,10/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,11/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,12/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,13/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,14/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,15/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,16/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,17/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,18/02/2020,1,0,,,0.047,,,,0,0,,,,,,21413250,11669.077
Sri Lanka,19/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,20/02/2020,1,0,,,0.047,,,,0,0,,,,,,21413250,11669.077
Sri Lanka,21/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,22/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,23/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,24/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,25/02/2020,1,0,,,0.047,,,,,,,,,,,21413250,11669.077
Sri Lanka,26/02/2020,1,0,,,0.047,,,,0,0,,,,,,21413250,11669.077
Sri Lanka,27/02/2020,1,0,,,0.047,,,,0,0,0,,,,,21413250,11669.077
Sri Lanka,28/02/2020,1,0,,,0.047,,,,0.001,0,0,,,,,21413250,11669.077
Sri Lanka,29/02/2020,1,0,,,0.047,,,,0.001,0,0,,,,,21413250,11669.077
Sri Lanka,01/03/2020,1,0,,,0.047,,,,0.001,0,0,,,,,21413250,11669.077
Sri Lanka,02/03/2020,1,0,,,0.047,,,,0.001,0,0,,,,,21413250,11669.077
Sri Lanka,03/03/2020,1,0,,,0.047,,,,0.001,0,0,,,,,21413250,11669.077
Sri Lanka,04/03/2020,1,0,,,0.047,,,,0.002,0,0,,,,,21413250,11669.077
Sri Lanka,05/03/2020,1,0,,,0.047,,,,0.002,0,0,,,,,21413250,11669.077
Sri Lanka,06/03/2020,1,0,,,0.047,,,,0.002,0,0,,,,,21413250,11669.077
Sri Lanka,07/03/2020,1,0,,,0.047,,,,0.002,0,0,,,,,21413250,11669.077
Sri Lanka,08/03/2020,1,0,,,0.047,,,,0.003,0,0,,,,,21413250,11669.077
Sri Lanka,09/03/2020,1,0,,,0.047,,,,0.003,0,0,,,,,21413250,11669.077
